,201601,201602,201603,201604,201605,201606,201607,201608,201609,201610,201611,201612,201613,201614,201615,201616,201617,201618,201619,201620,201621,201622,201623,201624,201625,201626,201627,201628,201629,201630,201631,201632,201633,201634,201635,201636,201637,201638,201639,201640,201641,201642,201643,201644,201645,201646,201647,201648,201649,201650,201651,201652,201701,201702,201703,201704,201705,201706,201707,201708,201709,201710,201711,201712,201713,201714,201715,201716,201717,201718,201719,201720,201721,201722,201723,201724,201725,201726,201727,201728,201729,201730,201731,201732,201733,201734,201735,201736,201737,201738,201739,201740,201741,201742,201743,201744,201745,201746,201747,201748,201749,201750,201751,201752,201753,201801,201802,201803,201804,201805,201806,201807,201808,201809,201810,201811,201812,201813,201814,201815,201816,201817,201818,201819,201820,201821,201822,201823,201824,201825,201826,201827,201828,201829,201830,201831,201832,201833,201834,201835,201836,201837,201838,201839,201840,201841,201842,201843,201844,201845,201846,201847,201848,201849,201850,201851,201852,201901,201902,201903,201904,201905,201906,201907,201908,201909,201910,201911,201912,201913,201914,201915,201916,201917,201918,201919,201920,201921,201922,201923,201924,201925,201926,201927,201928,201929,201930,201931,201932,201933,201934,201935,201936,201937,201938,201939,201940,201941,201942,201943,201944,201945,201946,201947,201948,201949,201950,201951,201952,202001,202002,202003,202004,202005,202006,202007,202008,202009,202010,202011,202012,202013,202014,202015,202016,202017,202018,202019,202020,202021,202022,202023,202024,202025,202026,202027,202028,202029,202030,202031,202032,202033,202034,202035,202036
31911,1790.52,1657.65,1783.77,1614.48,1786.05,1760.85,1727.31,1845.18,1720.56,1753.91,1644.75,1609.92,1918.23,1995.72,1982.13,1793.19,1870.2,1738.92,2061.92,2015.19,2022.13,2067.87,1827.93,1955.34,1952.16,2044.35,1834.07,1842.12,1751.82,1882.8,1878.24,1776.33,1851.15,1852.14,1877.65,1941.45,1887.27,1664.1,1929.54,1780.2,1793.1,1645.74,1603.56,1639.6,1514.85,1565.16,1462.86,1224.21,1256.46,1550.59,1435.77,1580.25,1524.78,1554.45,1373.85,1501.56,1439.64,1260.33,1301.61,1497.69,1314.51,1479.63,1297.74,1326.12,1478.34,1501.56,1424.16,1457.7,1399.65,1367.4,1431.9,1546.71,1519.62,1587.99,1492.53,1524.78,1616.37,1523.49,1541.15,1350.63,1620.24,1274.52,557.28,1549.29,1571.22,1630.56,1698.93,1599.6,1702.8,1500.27,1482.21,1524.78,1573.8,1616.37,1322.25,1447.38,1517.65,1511.88,1535.1,1095.21,1318.38,1497.69,1408.68,1514.46,1515.75,1435.77,1586.7,1750.53,1691.19,1533.81,1545.23,1603.47,1683.45,1519.62,1640.88,1702.8,1622.82,1735.05,1667.97,1702.8,1551.87,1531.23,1420.29,1660.23,1500.27,1620.24,1354.5,1384.17,1527.36,1510.59,1518.33,1434.69,1448.67,1633.14,1698.93,1483.5,1447.38,1466.73,1557.03,1557.03,1515.75,1336.44,1242.27,1304.19,1453.83,1224.21,1207.44,1611.21,1508.01,1483.5,1460.28,1110.69,1215.18,1362.24,1345.47,1465.44,1328.7,1377.72,1537.68,1368.69,1590.57,1511.88,1563.48,1558.32,1409.97,1612.5,1615.08,1492.53,1593.15,1567.35,1425.45,1442.22,1577.67,1451.25,1550.58,1711.83,1624.11,1691.19,1598.31,1643.46,1670.55,1671.84,1662.81,1567.35,1549.29,1649.91,1587.99,1600.89,1713.12,1511.88,1489.95,1618.95,1554.45,1484.79,1422.87,1319.67,1469.31,1429.32,1474.47,1295.16,1468.02,1390.62,1498.98,1244.85,1366.11,1434.48,1349.34,1412.55,1246.14,1381.59,1358.37,1372.56,1433.19,1495.11,1429.32,1394.49,1166.16,1106.82,1213.89,1100.37,1237.11,1293.87,1466.65,1268.07,1181.64,1043.61,1128.75,1122.3,1109.4,914.61,1028.13,1162.29,1243.56,1068.12,1184.22,1157.13,1265.49,1142.94,988.14,966.21,859.14,1047.48,982.98,1003.62,1057.8
31913,1587.45,1578.59,1608.94,1676.27,1666.45,1718.07,1594.42,1714.07,1858.62,1760.28,1817.46,1620.1,1776.06,1736.72,1559.78,1455.66,1510.86,1546.53,1456.3,1527.64,1736.1,1749.91,1626.88,1653.37,1639.75,1663.8,1749.84,1903.85,1840.41,1863.18,2042.05,1793.54,1662.33,1841.19,2032.75,2037.31,2186.07,2299.29,2117.43,2074.05,1942.68,1941.25,1677.68,1842.4,1820.88,2217.7,1873.14,1671.18,1720.98,2252.25,2272.01,2081.97,2043.39,2169.31,2118.61,2154.75,2033.01,2072.07,2006.79,2354.05,2290.33,2415.37,2292.15,2348.35,2705.71,2410.72,2445.77,2602.53,2400.62,2371.01,2541.29,2689.08,2471.04,2733.66,2699.28,2624.76,2642.31,2682.9,2069.73,1768.76,1759.09,1574.82,786.9,1608.38,1645.86,1742.71,1781.68,1509.34,1769.43,1602.1,1543.59,1894.47,1584.02,1594.18,1196.69,1635.3,1433.35,1521.63,1523.16,1035.24,1256.43,1404.75,1043.08,1216.93,1185.13,1261.86,1478.88,1198.66,1221.31,1393.73,1339.62,1420.43,1257.06,1262.98,1244.85,1406.78,1567.83,1511.85,1443.39,1517.55,1366.83,1602.51,1606.62,1597.86,1437.48,1553.99,1527.53,1537.35,1513.44,1519.02,1429.02,1393.14,1154.97,1469.34,1489.23,1317.66,1399.2,1355.37,1515.57,1446.02,1532.37,1256.79,1271.1,1168.29,1180.86,1115.94,1150.57,1117.41,1083.66,1125.7,1146.99,811.17,919.77,1409.57,1225.59,1118.82,1077.16,1047.72,1073.94,1152.42,1182.66,1047.51,1344.18,1325.52,1276.95,1202.19,1317.18,1248.18,1189.23,1285.98,1226.99,1200.21,1191.74,1146.57,1410.0,1313.31,1270.59,1399.62,1527.96,1307.46,1506.96,1316.96,1360.14,1386.48,1264.77,1249.29,1434.36,1242.27,1494.78,1310.73,1273.05,1541.57,1528.48,1476.93,1263.63,1215.9,1297.92,1186.17,1335.99,1183.92,1269.6,1411.53,1215.21,1076.25,1115.79,1313.13,1564.41,1312.83,1142.88,1263.96,1400.94,1299.48,1457.04,1351.79,1329.72,1208.55,1152.07,1166.43,1309.68,1255.32,1226.85,1369.77,1373.61,1212.99,1217.61,945.36,1113.72,1095.57,1077.72,959.04,883.29,876.15,1092.54,1031.88,1141.38,1027.29,1102.28,1064.13,1104.92,1245.71,1340.77,1398.76,1176.59,1260.72,1396.05
31914,240.75,201.75,166.5,179.25,173.25,138.75,209.04,246.0,176.24,287.7,195.0,141.75,155.25,108.75,189.0,179.04,159.0,245.25,178.5,199.5,200.25,223.87,208.5,211.92,228.24,292.5,267.75,258.0,289.5,168.75,161.25,157.5,186.5,305.75,203.49,275.25,393.25,209.49,387.99,171.0,308.25,154.5,151.5,260.7,204.75,258.75,169.5,204.75,210.0,202.5,464.24,425.25,305.25,229.74,245.25,206.7,147.75,132.0,160.0,170.62,177.75,166.5,189.75,254.6,339.24,217.5,174.0,180.0,281.25,323.25,184.5,303.75,216.0,255.75,146.25,442.44,183.0,437.4,178.95,128.46,226.86,170.25,156.0,248.53,136.5,161.25,207.25,215.25,137.25,236.25,53.25,179.0,138.75,227.25,287.25,196.5,138.75,185.2,135.75,153.0,129.75,192.75,103.5,119.21,197.25,185.25,162.75,267.75,134.25,155.25,79.5,103.5,240.0,130.5,249.0,341.25,93.0,139.5,52.5,118.5,92.25,187.5,123.99,210.75,123.75,120.25,168.75,155.25,166.75,106.5,165.75,108.0,180.75,180.75,283.5,330.75,184.5,260.25,197.25,211.5,266.25,114.0,163.5,118.5,83.25,104.25,197.5,110.25,156.75,153.24,133.5,78.0,101.25,183.0,178.5,182.25,125.25,107.25,105.0,151.74,104.25,132.0,258.0,169.5,153.75,152.25,131.25,87.0,163.5,128.25,63.0,87.0,76.52,88.5,126.75,73.5,135.75,76.5,51.0,69.0,57.0,119.25,107.25,128.25,78.75,99.75,151.5,88.5,98.25,110.25,50.25,45.0,42.75,126.99,273.06,112.5,48.0,56.25,66.75,45.75,38.25,33.0,44.25,65.25,105.75,137.25,94.5,51.0,81.75,187.5,83.0,93.24,109.98,196.5,94.5,202.5,311.25,256.0,182.25,117.0,216.0,204.0,155.25,153.0,186.99,147.75,225.75,189.0,174.75,177.75,124.35,278.34,194.43,261.75,476.25,270.0,295.25,288.25,385.75,362.25,349.75,286.0,316.33,368.93,285.0
1820000018,8140.07,8640.13,7116.44,5638.17,5530.46,5911.39,5824.83,5477.94,5574.31,7041.71,7514.19,7428.29,7127.33,7914.14,8205.15,7658.02,7798.64,8635.14,9153.26,8817.84,8510.73,9322.06,9854.33,9021.46,8915.35,8535.71,9143.77,9219.83,8903.14,8553.47,8996.38,9154.8,8597.39,8688.37,8314.75,7848.73,7079.48,8080.5,9329.29,9627.45,9351.18,8687.18,8786.47,8240.53,8680.65,8611.18,9165.85,7812.29,6324.89,7353.87,8337.2,7987.99,9346.18,8925.65,9010.99,9469.83,8896.57,8986.79,9139.6,9547.82,9993.59,9364.62,9711.0,9094.94,8189.89,6783.02,6723.02,7091.54,8099.5,9637.53,9251.61,8874.31,9358.6,9674.55,10929.03,8892.3,7882.88,6894.35,7772.0,8042.83,7254.62,8585.46,6569.26,7712.05,7367.59,7384.29,7147.81,6696.4,6245.72,6293.73,6565.36,7782.82,7499.04,7291.5,7338.63,7171.26,7029.04,6847.68,7258.73,6298.68,6449.83,6051.71,7093.46,6614.31,7079.03,7295.89,6957.6,7078.93,6990.05,7011.64,7369.29,7543.29,8265.57,7252.73,6791.85,7348.98,6773.45,7108.83,6840.97,7654.01,7641.42,7365.26,6709.54,7237.48,6368.63,6892.09,8189.95,6516.53,6785.72,7232.95,7967.66,7521.53,7882.38,7925.33,6882.14,7363.09,6974.89,6757.24,6812.5,6860.9,6610.48,6677.24,6859.79,7047.49,6975.24,6269.75,7491.47,6125.0,6416.31,6168.71,6853.11,5962.42,7120.96,7201.5,6785.73,7207.54,6883.37,7268.96,7501.34,7004.1,7899.15,7190.41,7540.02,7080.17,7256.67,6495.98,6791.06,7486.33,7653.04,7775.62,8567.43,8004.61,7908.68,8526.69,8415.6,7969.08,7422.56,6540.15,7781.36,7522.97,7353.91,7560.85,7730.61,7727.93,7402.13,7840.55,7743.86,8020.04,8177.8,7967.99,7579.62,8119.38,8180.67,8356.38,8602.65,7569.93,6142.85,5946.4,5898.29,6942.99,5674.98,5440.3,5035.81,5825.26,6887.22,6166.11,6581.59,6191.1,6023.49,6935.65,6406.21,5473.47,5321.34,5677.08,6967.03,7367.75,7146.55,6634.86,7265.03,7082.89,6959.38,6731.09,6947.93,6805.35,7443.89,7090.1,7492.41,7154.95,7088.99,7252.27,8112.29,6999.76,7659.24,7111.26,6785.83,7274.16,7117.31,7331.72,7597.15,7231.81,7340.44,5836.03,5021.15,4936.43,7194.0
1820000043,3767.52,3512.53,3443.58,3361.49,3578.78,3445.81,3594.97,3468.13,3268.89,3337.53,3142.32,3339.3,3136.21,2933.79,2801.6,3206.24,3580.19,3346.6,3392.07,3614.41,3604.28,3753.76,3872.36,3793.75,3822.91,3748.41,3821.28,3985.97,4049.33,4124.58,3744.64,3998.91,3771.9,3535.84,3782.68,4155.17,4217.13,3966.64,3839.19,4053.7,4157.64,4099.32,4156.69,3901.95,3788.28,4177.97,4100.96,3617.27,3806.31,4060.73,3658.17,4013.2,3999.26,3717.24,3642.49,3385.64,4045.03,3831.26,3936.34,3923.75,4029.79,3831.06,3641.27,4013.79,3827.77,3761.27,3760.15,3611.77,3811.71,3954.99,3565.19,3600.59,3597.54,3793.04,4316.16,3723.26,4021.71,4013.25,3997.29,3699.68,3659.28,4222.17,3082.71,3693.15,3326.78,3318.86,3609.95,3891.89,3565.72,3622.4,3191.8,3329.83,3430.32,3193.83,3030.31,3214.27,3170.66,3165.06,3499.99,3055.79,3638.48,3322.84,3632.13,3220.03,3482.93,3088.99,3238.74,3327.77,3492.33,3380.93,3506.45,3674.77,3798.19,3800.98,3952.22,3752.39,3975.67,3922.56,3777.18,3877.9,3935.77,4012.01,4131.13,4301.48,3824.92,4169.48,4238.25,4011.93,4216.52,4213.68,3748.72,3864.96,4038.19,3924.29,4144.69,3655.86,3893.56,4077.78,3843.23,4072.28,4202.75,3041.53,3030.71,3749.53,3718.36,3756.83,4063.23,3465.81,3492.15,3592.9,3869.95,3438.26,3405.41,3727.9,3634.03,3377.92,3437.07,3802.23,3737.21,3579.78,3651.92,3863.93,3546.11,3424.5,3614.16,2837.55,3291.32,3842.43,3665.92,3655.74,3742.08,3521.25,3742.47,3800.07,4145.17,4249.73,3760.9,3476.91,3690.77,3799.26,3797.38,3897.65,3767.44,3926.8,4254.71,4381.97,4089.62,4657.69,4317.46,3930.68,4149.31,3253.11,2512.89,3092.67,3603.54,3115.1,2300.69,2426.43,2540.72,2582.13,2310.07,2480.35,2409.54,2344.05,2760.3,2939.06,3438.42,2670.16,2753.26,2347.71,2925.32,2666.48,2277.51,2233.0,3148.28,3487.26,2780.25,2731.4,2405.13,2792.39,2724.02,2268.41,2700.77,2389.7,2554.13,2678.47,2843.58,2717.23,2552.7,2963.69,3757.28,3078.14,3529.2,3534.59,3680.54,3647.52,3764.05,3842.45,4117.79,4681.07,3986.96,4017.49,3620.0,3407.49,3719.97
1820000063,7757.68,8198.37,7387.23,7320.27,7698.94,7241.39,7284.91,7358.95,8308.69,9021.78,9745.91,9667.19,9007.44,9817.67,10267.85,10226.65,9491.37,10552.49,11089.5,10053.83,8256.8,9408.33,11370.06,11343.97,10507.83,9812.41,10342.41,11069.43,9788.16,9471.03,10528.47,11582.9,10576.52,10197.84,10212.65,9416.61,8545.37,10500.64,11296.29,12652.72,12311.05,11941.29,13352.78,11944.04,11440.31,11608.3,13018.42,11397.28,10027.08,10347.79,11642.09,12205.1,12932.58,13514.19,12435.26,12877.12,13798.26,13287.58,13352.71,13238.8,14270.23,12767.79,13005.32,13013.61,11584.38,9054.7,9404.66,10757.43,11897.81,11895.89,12061.48,12169.28,12328.36,12547.9,12852.21,11712.5,12477.2,12984.54,12391.32,11557.82,10680.2,12303.83,9594.88,11754.26,11038.6,10604.6,9607.51,8721.4,8503.49,7834.45,8647.98,9584.69,9169.27,9419.68,9583.78,9618.73,9848.94,9529.49,10382.06,9459.15,10932.15,10209.16,10780.42,10548.92,11490.01,11017.98,10898.24,10598.37,10594.31,10825.22,11267.55,11368.55,12301.04,11617.24,11440.12,11672.91,11505.41,11659.77,11467.8,11596.63,12040.54,12925.33,12062.53,12907.0,12361.96,12717.27,13934.02,12743.7,12725.27,12835.34,12739.85,12797.77,12964.39,12210.88,12484.27,12496.94,11736.9,12101.28,11553.98,12916.11,12759.26,10210.68,9545.48,11419.44,11308.46,11445.61,12945.72,11157.86,11465.3,11503.46,12189.88,11671.94,12148.63,11758.54,11914.91,10585.65,11792.85,12045.74,11990.25,12105.03,12228.86,12462.89,12158.97,12314.71,10371.73,9781.94,9639.12,11352.89,11228.5,12443.92,12392.02,12255.09,12359.71,12520.94,12724.4,12606.76,11681.53,9734.94,11508.2,12353.15,12273.05,12285.27,12807.01,12762.88,13119.07,12783.93,13058.04,14095.61,13375.72,12758.13,13637.72,10500.93,8469.44,9960.31,11806.7,10028.97,7479.95,7304.06,6826.43,8305.98,7303.94,7013.53,6863.66,7370.79,8921.75,9805.15,10667.77,9978.72,9233.99,8419.11,9084.98,8174.81,6752.22,7194.51,10271.1,11165.6,9925.98,9834.7,9086.42,9501.0,8977.93,8257.54,10302.06,11560.58,11023.79,9426.29,9650.18,9977.09,10280.5,10539.14,13420.81,11834.36,12622.81,13243.63,13465.66,13793.37,14478.78,15131.96,15223.31,15366.91,14369.98,14556.99,14859.84,14931.57,13971.47
1820000078,367.2,227.53,282.42,325.82,272.41,314.34,297.89,329.82,340.34,340.31,335.32,368.25,348.35,332.82,382.25,219.54,389.71,334.33,387.46,399.97,371.13,411.44,315.01,348.09,307.15,289.62,327.06,298.14,325.57,267.67,293.12,380.59,395.46,278.11,318.28,343.0,240.98,410.0,303.0,366.49,276.0,303.5,290.48,280.98,234.97,286.99,337.49,282.47,285.49,417.49,289.0,364.0,445.48,342.96,337.95,262.0,334.48,397.98,305.49,416.96,280.48,350.48,277.49,331.99,345.98,282.5,316.98,326.98,380.5,310.98,273.99,441.48,282.86,266.5,276.0,225.5,243.47,216.94,208.48,254.46,258.5,215.5,213.98,172.49,142.98,180.5,202.97,158.5,176.0,218.0,179.0,221.0,230.0,180.0,255.0,206.0,202.49,202.92,224.39,193.43,216.48,215.48,183.43,240.95,289.99,193.47,239.0,285.85,249.85,238.18,207.53,187.72,198.28,243.37,208.44,252.93,234.99,208.44,284.12,219.36,272.31,294.79,202.87,169.42,217.36,199.82,207.81,198.45,178.5,222.5,172.0,251.0,150.0,182.0,198.0,201.0,151.47,219.48,226.5,159.45,213.37,85.94,125.36,160.85,174.95,163.0,164.5,218.0,188.77,155.72,149.72,199.63,167.37,199.5,216.0,186.5,127.5,137.0,207.5,172.0,160.5,161.41,138.49,157.5,143.0,158.15,208.78,245.81,194.35,228.97,182.15,234.45,186.14,240.53,149.01,198.53,156.06,153.91,261.51,185.85,163.19,187.64,161.58,258.08,126.25,167.57,200.44,195.21,227.05,269.68,239.62,248.0,211.18,203.89,227.05,227.54,194.98,269.95,157.17,246.97,196.09,215.56,204.57,307.87,264.45,216.57,214.59,189.64,242.54,193.66,158.74,131.78,161.73,128.77,159.21,98.82,181.17,154.23,169.2,175.68,197.64,175.89,99.49,154.98,143.0,99.0,126.36,127.27,130.88,158.43,170.88,158.43,152.94,170.88,211.43,190.5,235.0,242.0,222.0,188.96,160.0,120.49,145.0,190.0,240.0
1820000115,18678.49,19405.63,16347.07,13593.47,14079.06,14367.93,15458.08,13775.12,14535.42,16885.1,18880.27,19096.39,18071.59,18956.2,20094.34,19180.3,18573.4,21020.16,21414.96,21667.83,20545.39,22091.76,22949.51,22964.25,21995.78,20559.15,22641.59,23822.05,20567.11,20070.21,21953.73,23872.01,22159.37,20871.09,21636.36,19325.43,16668.47,20175.12,23365.53,23249.73,22352.33,21655.88,23008.99,20554.64,19916.18,21764.26,22941.23,18913.08,15017.0,18083.68,19362.33,19909.01,21546.26,22361.16,22288.68,21984.72,21532.89,21497.02,22879.67,23443.61,23537.6,22815.22,23825.95,23848.75,20243.13,17891.22,17444.96,17546.44,20513.0,23055.67,22221.1,23177.19,23857.43,24095.22,27095.28,22219.05,20345.1,17456.95,19427.92,19629.1,19205.0,20960.52,17069.44,19969.14,20133.31,19356.11,18308.5,17488.14,16785.31,15892.3,16138.78,19473.63,16423.26,17052.5,17896.31,17676.32,16714.03,16279.55,17623.3,15562.01,14276.24,14097.03,15960.57,15513.82,17532.58,18212.01,17650.96,16864.51,16583.4,18424.76,18769.59,18741.19,19027.66,18023.48,17966.01,18251.56,18771.75,17890.07,19822.76,18716.5,17993.24,19165.47,17831.82,18045.77,17392.02,18254.27,19282.81,18365.08,18611.45,19287.43,19805.69,20661.03,19806.79,20600.96,18612.36,19968.88,19739.38,19096.0,18075.32,19089.8,19569.21,17926.59,16980.86,17550.52,17948.0,16570.84,18077.96,16221.37,17073.97,16790.97,16532.77,15389.53,17490.21,17821.55,17569.97,17936.26,17071.55,18061.91,19565.48,17566.87,18257.29,18540.62,19019.72,18271.86,17919.44,15976.69,17265.36,19297.46,19117.21,19359.81,20427.65,19617.9,19835.61,20995.95,20620.25,20256.11,20311.55,17119.52,18571.32,19311.13,19802.44,19749.2,19803.59,19647.48,19591.4,19722.7,18832.87,20105.21,20282.8,20225.49,18174.26,21111.21,20237.5,20604.31,20529.34,18076.26,14161.73,14405.04,14141.67,15926.71,14298.58,13980.12,13512.06,14096.63,15760.62,14444.66,16121.44,15056.77,15908.75,15474.82,15443.26,14085.6,13737.61,14137.88,16958.81,16707.02,17047.12,16806.85,17233.39,16520.04,17152.31,16199.49,17016.63,17355.41,17232.71,16815.68,17314.01,15877.15,16371.48,16277.6,18165.14,15870.69,17360.92,16725.25,15571.05,17140.19,17026.98,18172.28,17059.62,17058.75,17652.91,16922.83,17629.08,17021.01,17207.0
1820000117,391.69,346.84,376.74,364.78,451.49,281.06,355.81,379.73,343.85,349.83,334.88,352.82,388.7,373.75,307.97,379.73,400.66,409.63,430.56,430.56,468.53,496.34,472.42,451.49,406.64,409.63,499.33,388.7,409.63,397.67,373.75,454.48,376.74,304.98,319.77,402.54,376.42,424.67,418.09,397.15,397.94,316.0,291.98,327.78,295.58,259.49,308.24,178.94,208.35,257.3,273.75,243.74,241.35,208.35,249.92,268.86,271.83,278.3,325.74,335.49,262.98,294.58,251.7,211.44,246.63,173.46,240.55,189.01,173.16,230.98,240.95,269.56,272.45,208.45,221.71,179.54,244.34,256.3,230.58,285.11,227.29,243.84,176.05,233.67,250.32,176.85,237.36,199.18,274.84,236.86,169.97,218.42,182.63,262.38,147.14,234.27,179.44,185.62,233.57,112.75,135.18,215.03,189.81,176.45,176.25,211.84,183.13,193.66,231.02,225.86,225.54,209.25,179.94,163.39,176.15,208.48,182.83,180.14,208.55,259.89,172.76,225.8,189.51,147.14,161.1,215.13,118.93,118.93,217.92,147.34,124.7,176.42,148.45,206.71,205.07,246.68,206.68,191.42,175.72,183.74,210.0,128.5,161.0,203.0,143.5,115.5,119.0,157.5,150.5,120.27,171.5,140.0,119.0,101.5,136.5,140.0,122.5,227.5,157.5,175.0,123.08,152.97,129.5,113.94,143.5,188.18,168.0,108.5,73.5,171.5,143.5,203.0,140.0,164.5,115.5,214.0,150.5,129.5,105.0,136.5,126.0,126.0,161.0,129.5,140.0,119.0,112.4,82.22,71.52,80.5,112.0,129.5,87.5,63.0,49.0,80.5,49.0,63.0,77.0,91.0,87.5,115.5,66.5,63.0,31.5,84.0,45.5,63.0,70.0,59.39,59.33,83.76,73.29,10.47,62.82,41.88,55.84,48.86,76.78,52.35,62.82,62.82,20.94,38.39,20.94,31.41,80.27,41.88,41.88,66.31,69.8,52.35,55.84,52.35,55.84,94.23,50.37,62.82,41.88,48.86,55.84,10.47,20.94,55.84,45.37
